Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
17,"HD Cheng, XH Jiang, Y Sun, J Wang",Color image segmentation: advances and prospects,2710,2001, Elsevier, Pattern recognition,https://www.sciencedirect.com/science/article/pii/S0031320300001497,108
67,"C Carson, S Belongie, H Greenspan…",Blobworld: Image segmentation using expectation-maximization and its application to image querying,2069,2002, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/1023800/,86
93,"K Plataniotis, AN Venetsanopoulos",Color image processing and applications,1948,2000, books.google.com,,https://books.google.com/books?hl=en&lr=&id=vUM9-HDespYC&oi=fnd&pg=PA1&dq=Fuzzy+color+clustering+in+image+processing&ots=IS_8800KSR&sig=_bAZMN_Y4wGn_0zcCbd74xyf61U,75
65,"T Acharya, AK Ray",Image processing: principles and applications,1847,2005, books.google.com,,https://books.google.com/books?hl=en&lr=&id=smBw4-xvfrIC&oi=fnd&pg=PR7&dq=Fuzzy+color+clustering+in+image+processing&ots=F_EVbHwTAI&sig=qU2WWSNxXO7MkJusrBjSwrnNcqo,88
88,"N Dhanachandra, K Manglem, YJ Chanu",Image segmentation using K-means clustering algorithm and subtractive clustering algorithm,1439,2015, Elsevier, Procedia Computer Science,https://www.sciencedirect.com/science/article/pii/S1877050915014143,131
16,"S Krinidis, V Chatzis",A robust fuzzy local information C-means clustering algorithm,1353,2010, ieeexplore.ieee.org, IEEE transactions on image processing,https://ieeexplore.ieee.org/abstract/document/5393030/,85
77,"S Katz, A Tal",Hierarchical mesh decomposition using fuzzy clustering and cuts,954,2003, dl.acm.org, ACM transactions on graphics (TOG),https://dl.acm.org/doi/abs/10.1145/882262.882369,41
61,"N Senthilkumaran, R Rajesh",Image segmentation-a survey of soft computing approaches,815,2009, ieeexplore.ieee.org, 2009 International Conference …,https://ieeexplore.ieee.org/abstract/document/5328277/,48
37,"M Gong, Y Liang, J Shi, W Ma…",Fuzzy c-means clustering with local information and kernel metric for image segmentation,747,2012, ieeexplore.ieee.org, … on image processing,https://ieeexplore.ieee.org/abstract/document/6305476/,53
33,"L Lucchese, SK Mitra",Colour image segmentation: a state-of-the-art survey,649,2001, ultra.sdk.free.fr,Indian National Science Academy Part A,http://ultra.sdk.free.fr/docs/Image-Processing/filters/Color%20Image%20Segmentation-A%20State-of-the-Art%20Survey.pdf,26
